id,section_id,line_id,created_at,updated_at,city_id
4563,4880,853,2017-12-14 02:12:55.212183,2017-12-14 02:12:55.212183,111
4564,4881,853,2017-12-14 02:12:55.247629,2017-12-14 02:12:55.247629,111
4565,4881,854,2017-12-14 02:12:55.257868,2017-12-14 02:12:55.257868,111
4566,4882,837,2017-12-15 16:15:31.40829,2017-12-15 16:15:31.40829,114
4567,4883,837,2017-12-15 16:18:54.776899,2017-12-15 16:18:54.776899,114
4568,4884,837,2017-12-15 16:20:10.799306,2017-12-15 16:20:10.799306,114
4569,4885,837,2017-12-15 16:21:56.165381,2017-12-15 16:21:56.165381,114
4571,4887,835,2017-12-15 16:37:36.734711,2017-12-15 16:37:36.734711,114
4572,4888,835,2017-12-15 16:39:13.717457,2017-12-15 16:39:13.717457,114
4573,4889,874,2017-12-15 22:06:04.821643,2017-12-15 22:06:04.821643,114
4574,1672,454,2017-12-15 22:27:45.737997,2017-12-15 22:27:45.737997,114
4575,1691,456,2017-12-15 22:32:20.542238,2017-12-15 22:32:20.542238,114
4576,4890,874,2017-12-15 22:39:12.628315,2017-12-15 22:39:12.628315,114
4577,4891,874,2017-12-15 22:40:01.508244,2017-12-15 22:40:01.508244,114
4585,4899,855,2017-12-19 22:22:59.642555,2017-12-19 22:22:59.642555,111
4586,4899,860,2017-12-19 22:22:59.647645,2017-12-19 22:22:59.647645,111
4589,4900,418,2017-12-21 22:05:40.21559,2017-12-21 22:05:40.21559,114
4590,4901,456,2017-12-21 22:05:40.28054,2017-12-21 22:05:40.28054,114
4591,4901,418,2017-12-21 22:05:40.284952,2017-12-21 22:05:40.284952,114
4592,1458,329,2017-12-21 22:07:33.671656,2017-12-21 22:07:33.671656,114
4593,1459,329,2017-12-21 22:13:31.054206,2017-12-21 22:13:31.054206,114
4594,1460,329,2017-12-21 22:13:31.080898,2017-12-21 22:13:31.080898,114
4595,1461,329,2017-12-21 22:13:31.11104,2017-12-21 22:13:31.11104,114
4596,1462,329,2017-12-21 22:13:31.140364,2017-12-21 22:13:31.140364,114
4597,1463,329,2017-12-21 22:13:31.185547,2017-12-21 22:13:31.185547,114
4598,1464,329,2017-12-21 22:13:31.23683,2017-12-21 22:13:31.23683,114
4599,4902,866,2017-12-21 22:27:36.190881,2017-12-21 22:27:36.190881,114
4600,4903,866,2017-12-21 22:27:36.263781,2017-12-21 22:27:36.263781,114
4603,4906,876,2017-12-21 22:38:57.777875,2017-12-21 22:38:57.777875,114
4604,4907,320,2017-12-23 22:55:37.086577,2017-12-23 22:55:37.086577,264
4610,4913,444,2017-12-28 22:18:24.574922,2017-12-28 22:18:24.574922,114
4611,4914,444,2017-12-28 22:18:24.614635,2017-12-28 22:18:24.614635,114
4612,4913,441,2017-12-28 22:19:56.10149,2017-12-28 22:19:56.10149,114
4613,4915,444,2017-12-28 22:20:21.590372,2017-12-28 22:20:21.590372,114
4615,4917,444,2017-12-28 22:21:47.357296,2017-12-28 22:21:47.357296,114
4616,4918,444,2017-12-28 22:21:47.388482,2017-12-28 22:21:47.388482,114
4617,1644,444,2017-12-28 22:23:09.853623,2017-12-28 22:23:09.853623,114
4618,1645,444,2017-12-28 22:23:09.864154,2017-12-28 22:23:09.864154,114
4619,1646,444,2017-12-28 22:23:09.881562,2017-12-28 22:23:09.881562,114
4621,4919,870,2017-12-28 22:29:11.491023,2017-12-28 22:29:11.491023,114
4125,4477,775,2017-11-21 00:10:23.546203,2017-11-21 00:10:23.546203,63
4128,4478,477,2017-11-21 16:45:39.676498,2017-11-21 16:45:39.676498,48
4130,4479,683,2017-11-21 20:47:49.201139,2017-11-21 20:47:49.201139,247
4140,4484,798,2017-11-24 15:59:11.864175,2017-11-24 15:59:11.864175,114
4183,4525,657,2017-11-30 18:31:53.079938,2017-11-30 18:31:53.079938,1
4188,4530,561,2017-11-30 23:43:09.799924,2017-11-30 23:43:09.799924,1
4189,4531,645,2017-12-01 00:38:55.689286,2017-12-01 00:38:55.689286,1
4195,4537,812,2017-12-03 00:43:08.251866,2017-12-03 00:43:08.251866,231
4196,4537,813,2017-12-03 00:43:08.254192,2017-12-03 00:43:08.254192,231
4197,4537,814,2017-12-03 00:43:08.256424,2017-12-03 00:43:08.256424,231
4198,4537,815,2017-12-03 00:43:08.258895,2017-12-03 00:43:08.258895,231
4199,4537,816,2017-12-03 00:43:08.26119,2017-12-03 00:43:08.26119,231
4200,4537,817,2017-12-03 00:43:08.26346,2017-12-03 00:43:08.26346,231
4204,4543,820,2017-12-03 00:55:51.10958,2017-12-03 00:55:51.10958,231
4205,4543,819,2017-12-03 00:55:51.111628,2017-12-03 00:55:51.111628,231
4206,4543,818,2017-12-03 00:55:51.113666,2017-12-03 00:55:51.113666,231
4336,4667,681,2017-12-05 20:18:25.80887,2017-12-05 20:18:25.80887,114
4338,4669,681,2017-12-05 20:20:26.083932,2017-12-05 20:20:26.083932,114
4339,4670,681,2017-12-05 20:20:26.102229,2017-12-05 20:20:26.102229,114
4340,4671,551,2017-12-05 20:23:35.940552,2017-12-05 20:23:35.940552,147
4341,4672,551,2017-12-05 20:23:35.961645,2017-12-05 20:23:35.961645,147
4342,4673,681,2017-12-05 20:23:42.380516,2017-12-05 20:23:42.380516,114
4348,4677,823,2017-12-05 22:19:25.521791,2017-12-05 22:19:25.521791,114
4372,4700,832,2017-12-08 03:16:21.984196,2017-12-08 03:16:21.984196,114
4376,4704,832,2017-12-08 15:35:04.607567,2017-12-08 15:35:04.607567,114
4382,4709,839,2017-12-08 19:20:41.594626,2017-12-08 19:20:41.594626,114
4383,4710,839,2017-12-08 19:20:41.613439,2017-12-08 19:20:41.613439,114
4386,4711,427,2017-12-08 20:43:25.314668,2017-12-08 20:43:25.314668,114
4393,4711,426,2017-12-08 20:44:36.38425,2017-12-08 20:44:36.38425,114
4395,4715,833,2017-12-08 21:04:25.163496,2017-12-08 21:04:25.163496,114
4396,4716,833,2017-12-08 21:08:39.985215,2017-12-08 21:08:39.985215,114
4399,4718,840,2017-12-08 21:24:24.768327,2017-12-08 21:24:24.768327,114
4400,4719,840,2017-12-08 21:24:24.795737,2017-12-08 21:24:24.795737,114
4405,4723,841,2017-12-08 22:16:16.845694,2017-12-08 22:16:16.845694,114
4406,4724,841,2017-12-08 22:20:51.271901,2017-12-08 22:20:51.271901,114
4407,4725,836,2017-12-08 22:38:30.646427,2017-12-08 22:38:30.646427,114
4409,4727,658,2017-12-11 18:42:37.513448,2017-12-11 18:42:37.513448,1
4410,4728,658,2017-12-11 18:42:37.546043,2017-12-11 18:42:37.546043,1
4415,4733,658,2017-12-11 20:29:24.033087,2017-12-11 20:29:24.033087,1
4428,4745,658,2017-12-11 22:01:34.146609,2017-12-11 22:01:34.146609,1
4429,4746,658,2017-12-11 22:01:34.159378,2017-12-11 22:01:34.159378,1
4570,4886,835,2017-12-15 16:33:49.425074,2017-12-15 16:33:49.425074,114
4601,4904,866,2017-12-21 22:30:35.378954,2017-12-21 22:30:35.378954,114
4602,4905,866,2017-12-21 22:30:35.415152,2017-12-21 22:30:35.415152,114
4605,4908,869,2017-12-27 19:11:16.996867,2017-12-27 19:11:16.996867,114
4606,4909,869,2017-12-27 19:13:37.278766,2017-12-27 19:13:37.278766,114
4620,1647,444,2017-12-28 22:24:05.829471,2017-12-28 22:24:05.829471,114
4622,4920,628,2017-12-28 22:40:41.655445,2017-12-28 22:40:41.655445,114
4623,4921,628,2017-12-28 22:49:59.388332,2017-12-28 22:49:59.388332,114
4624,4922,628,2017-12-28 22:49:59.439152,2017-12-28 22:49:59.439152,114
4625,4923,628,2017-12-28 22:49:59.473263,2017-12-28 22:49:59.473263,114
4131,4480,683,2017-11-21 20:52:54.49134,2017-11-21 20:52:54.49134,247
4141,4485,447,2017-11-24 16:21:17.400421,2017-11-24 16:21:17.400421,114
4190,4532,811,2017-12-01 04:39:05.888205,2017-12-01 04:39:05.888205,114
4211,1992,553,2017-12-03 13:40:38.234534,2017-12-03 13:40:38.234534,147
4212,1993,553,2017-12-03 13:40:38.257329,2017-12-03 13:40:38.257329,147
4215,4555,549,2017-12-03 13:46:08.049313,2017-12-03 13:46:08.049313,147
4217,4556,549,2017-12-03 13:47:53.633239,2017-12-03 13:47:53.633239,147
4218,4557,549,2017-12-03 13:47:53.66938,2017-12-03 13:47:53.66938,147
4219,4558,549,2017-12-03 13:48:48.346529,2017-12-03 13:48:48.346529,147
4220,4559,549,2017-12-03 13:48:48.367333,2017-12-03 13:48:48.367333,147
4223,4562,552,2017-12-03 13:51:22.792214,2017-12-03 13:51:22.792214,147
4224,4562,554,2017-12-03 13:51:22.796586,2017-12-03 13:51:22.796586,147
4225,4562,553,2017-12-03 13:51:22.800569,2017-12-03 13:51:22.800569,147
4226,4563,548,2017-12-03 13:51:22.818003,2017-12-03 13:51:22.818003,147
4227,4563,551,2017-12-03 13:51:22.824259,2017-12-03 13:51:22.824259,147
4286,4618,551,2017-12-03 14:21:36.676806,2017-12-03 14:21:36.676806,147
4287,4619,551,2017-12-03 14:21:36.72234,2017-12-03 14:21:36.72234,147
4288,4620,551,2017-12-03 14:21:36.778022,2017-12-03 14:21:36.778022,147
4289,4621,551,2017-12-03 14:21:36.859179,2017-12-03 14:21:36.859179,147
4290,4622,551,2017-12-03 14:24:26.731379,2017-12-03 14:24:26.731379,147
4291,4623,551,2017-12-03 14:24:26.750197,2017-12-03 14:24:26.750197,147
4349,4678,827,2017-12-06 17:22:01.495657,2017-12-06 17:22:01.495657,114
4350,4679,827,2017-12-06 19:36:19.791303,2017-12-06 19:36:19.791303,114
4378,4705,838,2017-12-08 16:14:59.908204,2017-12-08 16:14:59.908204,114
4381,4708,839,2017-12-08 19:19:06.931936,2017-12-08 19:19:06.931936,114
4389,4713,427,2017-12-08 20:43:57.868566,2017-12-08 20:43:57.868566,114
4391,4714,427,2017-12-08 20:43:57.892042,2017-12-08 20:43:57.892042,114
4392,4714,499,2017-12-08 20:43:57.895785,2017-12-08 20:43:57.895785,114
4394,4713,426,2017-12-08 20:45:04.43569,2017-12-08 20:45:04.43569,114
4401,4720,828,2017-12-08 21:56:32.396227,2017-12-08 21:56:32.396227,114
4402,4721,828,2017-12-08 22:02:40.648784,2017-12-08 22:02:40.648784,114
4403,4722,828,2017-12-08 22:04:29.814815,2017-12-08 22:04:29.814815,114
4423,4741,842,2017-12-11 21:52:48.664417,2017-12-11 21:52:48.664417,114
4424,4742,842,2017-12-11 21:54:22.778764,2017-12-11 21:54:22.778764,114
4430,4747,843,2017-12-11 22:02:21.977683,2017-12-11 22:02:21.977683,114
4583,4897,875,2017-12-17 14:05:42.636104,2017-12-17 14:05:42.636104,147
4584,4898,875,2017-12-17 14:05:42.668503,2017-12-17 14:05:42.668503,147
4607,4910,871,2017-12-27 19:22:40.531551,2017-12-27 19:22:40.531551,114
4134,4481,271,2017-11-23 05:24:01.430549,2017-11-23 05:24:01.430549,106
4135,4482,271,2017-11-23 05:25:32.099882,2017-11-23 05:25:32.099882,106
4142,4486,798,2017-11-24 20:57:08.271567,2017-11-24 20:57:08.271567,114
4143,4487,798,2017-11-24 21:01:17.160892,2017-11-24 21:01:17.160892,114
4191,4533,811,2017-12-01 04:49:25.960937,2017-12-01 04:49:25.960937,114
4213,4552,549,2017-12-03 13:44:18.122003,2017-12-03 13:44:18.122003,147
4214,4551,549,2017-12-03 13:44:58.399942,2017-12-03 13:44:58.399942,147
4216,4554,549,2017-12-03 13:47:03.265029,2017-12-03 13:47:03.265029,147
4221,4560,549,2017-12-03 13:49:38.863674,2017-12-03 13:49:38.863674,147
4222,4561,549,2017-12-03 13:49:38.883812,2017-12-03 13:49:38.883812,147
4228,4564,549,2017-12-03 13:52:08.641383,2017-12-03 13:52:08.641383,147
4229,4565,549,2017-12-03 13:52:08.660794,2017-12-03 13:52:08.660794,147
4230,4566,549,2017-12-03 13:53:56.619197,2017-12-03 13:53:56.619197,147
4231,4570,549,2017-12-03 13:53:56.695791,2017-12-03 13:53:56.695791,147
4232,4571,549,2017-12-03 13:53:56.715058,2017-12-03 13:53:56.715058,147
4233,4572,549,2017-12-03 13:55:00.542395,2017-12-03 13:55:00.542395,147
4234,4573,549,2017-12-03 13:55:00.576176,2017-12-03 13:55:00.576176,147
4235,4574,549,2017-12-03 13:55:00.595486,2017-12-03 13:55:00.595486,147
4236,4575,549,2017-12-03 13:55:30.630255,2017-12-03 13:55:30.630255,147
4237,4576,549,2017-12-03 13:55:30.653436,2017-12-03 13:55:30.653436,147
4238,4577,551,2017-12-03 13:56:30.953998,2017-12-03 13:56:30.953998,147
4239,4577,552,2017-12-03 13:56:30.958516,2017-12-03 13:56:30.958516,147
4240,4578,551,2017-12-03 13:56:30.97747,2017-12-03 13:56:30.97747,147
4241,4578,552,2017-12-03 13:56:30.982207,2017-12-03 13:56:30.982207,147
4242,4579,549,2017-12-03 13:56:31.003816,2017-12-03 13:56:31.003816,147
4243,4580,549,2017-12-03 13:56:31.030877,2017-12-03 13:56:31.030877,147
4244,4567,549,2017-12-03 13:56:57.308703,2017-12-03 13:56:57.308703,147
4245,4581,551,2017-12-03 13:57:29.001953,2017-12-03 13:57:29.001953,147
4246,4581,552,2017-12-03 13:57:29.006569,2017-12-03 13:57:29.006569,147
4247,4582,551,2017-12-03 13:57:29.02508,2017-12-03 13:57:29.02508,147
4248,4582,552,2017-12-03 13:57:29.02966,2017-12-03 13:57:29.02966,147
4249,4583,551,2017-12-03 13:59:09.45124,2017-12-03 13:59:09.45124,147
4250,4584,554,2017-12-03 13:59:09.473872,2017-12-03 13:59:09.473872,147
4251,4584,553,2017-12-03 13:59:09.478166,2017-12-03 13:59:09.478166,147
4252,4585,552,2017-12-03 13:59:09.495163,2017-12-03 13:59:09.495163,147
4253,4586,548,2017-12-03 13:59:09.512572,2017-12-03 13:59:09.512572,147
4254,4587,552,2017-12-03 13:59:09.530421,2017-12-03 13:59:09.530421,147
4255,4588,549,2017-12-03 14:01:56.107119,2017-12-03 14:01:56.107119,147
4256,4589,549,2017-12-03 14:01:56.126768,2017-12-03 14:01:56.126768,147
4257,4590,549,2017-12-03 14:06:04.942425,2017-12-03 14:06:04.942425,147
4258,4591,549,2017-12-03 14:06:04.969413,2017-12-03 14:06:04.969413,147
4259,4592,549,2017-12-03 14:08:00.273255,2017-12-03 14:08:00.273255,147
4260,4593,549,2017-12-03 14:08:00.298306,2017-12-03 14:08:00.298306,147
4261,4594,552,2017-12-03 14:08:00.320615,2017-12-03 14:08:00.320615,147
4262,4596,552,2017-12-03 14:08:00.357613,2017-12-03 14:08:00.357613,147
4263,4597,549,2017-12-03 14:08:00.37786,2017-12-03 14:08:00.37786,147
4264,4598,549,2017-12-03 14:08:36.925437,2017-12-03 14:08:36.925437,147
4265,4599,549,2017-12-03 14:08:36.948975,2017-12-03 14:08:36.948975,147
4266,4600,549,2017-12-03 14:08:54.847795,2017-12-03 14:08:54.847795,147
4267,4601,549,2017-12-03 14:09:24.573891,2017-12-03 14:09:24.573891,147
4268,4602,549,2017-12-03 14:09:24.597794,2017-12-03 14:09:24.597794,147
4269,4603,549,2017-12-03 14:10:06.319996,2017-12-03 14:10:06.319996,147
4270,4604,549,2017-12-03 14:10:06.346288,2017-12-03 14:10:06.346288,147
4271,4605,549,2017-12-03 14:10:06.367632,2017-12-03 14:10:06.367632,147
4272,4606,549,2017-12-03 14:10:06.387464,2017-12-03 14:10:06.387464,147
4273,4607,549,2017-12-03 14:11:35.894923,2017-12-03 14:11:35.894923,147
4274,4608,549,2017-12-03 14:11:35.940497,2017-12-03 14:11:35.940497,147
4275,4609,549,2017-12-03 14:12:00.700967,2017-12-03 14:12:00.700967,147
4276,4610,549,2017-12-03 14:12:00.731265,2017-12-03 14:12:00.731265,147
4277,4595,549,2017-12-03 14:15:39.277106,2017-12-03 14:15:39.277106,147
4278,4611,552,2017-12-03 14:16:53.533642,2017-12-03 14:16:53.533642,147
4279,4612,552,2017-12-03 14:16:53.553733,2017-12-03 14:16:53.553733,147
4280,4614,551,2017-12-03 14:18:20.86748,2017-12-03 14:18:20.86748,147
4281,4614,552,2017-12-03 14:18:20.872386,2017-12-03 14:18:20.872386,147
4282,4615,551,2017-12-03 14:18:20.891434,2017-12-03 14:18:20.891434,147
4283,4613,551,2017-12-03 14:18:31.948981,2017-12-03 14:18:31.948981,147
4284,4616,551,2017-12-03 14:18:42.825248,2017-12-03 14:18:42.825248,147
4285,4617,551,2017-12-03 14:19:06.136848,2017-12-03 14:19:06.136848,147
4292,4624,551,2017-12-03 14:33:07.249227,2017-12-03 14:33:07.249227,147
4293,4625,551,2017-12-03 14:33:07.277045,2017-12-03 14:33:07.277045,147
4294,4626,551,2017-12-03 14:35:31.062355,2017-12-03 14:35:31.062355,147
4295,4627,551,2017-12-03 14:35:31.129157,2017-12-03 14:35:31.129157,147
4296,4628,552,2017-12-03 14:40:14.714641,2017-12-03 14:40:14.714641,147
4297,4629,552,2017-12-03 14:40:14.750467,2017-12-03 14:40:14.750467,147
4298,4630,552,2017-12-03 14:40:44.002634,2017-12-03 14:40:44.002634,147
4299,4631,552,2017-12-03 14:40:44.021153,2017-12-03 14:40:44.021153,147
4300,4632,552,2017-12-03 14:42:04.583515,2017-12-03 14:42:04.583515,147
4301,4633,552,2017-12-03 14:42:04.602968,2017-12-03 14:42:04.602968,147
4302,4634,552,2017-12-03 14:42:04.624881,2017-12-03 14:42:04.624881,147
4303,4635,552,2017-12-03 14:42:04.644902,2017-12-03 14:42:04.644902,147
4304,4636,552,2017-12-03 14:42:04.668884,2017-12-03 14:42:04.668884,147
4305,4637,552,2017-12-03 14:42:04.690277,2017-12-03 14:42:04.690277,147
4306,4638,552,2017-12-03 14:42:04.712222,2017-12-03 14:42:04.712222,147
4307,4639,552,2017-12-03 14:42:04.731658,2017-12-03 14:42:04.731658,147
4308,4640,552,2017-12-03 14:42:51.775576,2017-12-03 14:42:51.775576,147
4309,4641,552,2017-12-03 14:42:51.794672,2017-12-03 14:42:51.794672,147
4310,4642,552,2017-12-03 14:42:51.819087,2017-12-03 14:42:51.819087,147
4311,4643,552,2017-12-03 14:42:51.84082,2017-12-03 14:42:51.84082,147
4354,4683,826,2017-12-06 22:13:03.528151,2017-12-06 22:13:03.528151,114
4356,4685,826,2017-12-06 22:14:16.037265,2017-12-06 22:14:16.037265,114
4358,4687,826,2017-12-06 22:20:06.785419,2017-12-06 22:20:06.785419,114
4360,4689,826,2017-12-06 22:21:44.817044,2017-12-06 22:21:44.817044,114
4362,4691,826,2017-12-06 22:23:27.627112,2017-12-06 22:23:27.627112,114
4364,4693,826,2017-12-06 22:25:55.636297,2017-12-06 22:25:55.636297,114
4365,4694,826,2017-12-06 22:25:55.661009,2017-12-06 22:25:55.661009,114
4367,4696,825,2017-12-06 22:35:24.348773,2017-12-06 22:35:24.348773,114
4369,4698,829,2017-12-06 22:55:23.297326,2017-12-06 22:55:23.297326,114
4433,4749,683,2017-12-12 16:29:54.337724,2017-12-12 16:29:54.337724,247
4435,4751,658,2017-12-12 17:23:02.486271,2017-12-12 17:23:02.486271,1
4436,4752,658,2017-12-12 18:00:42.235275,2017-12-12 18:00:42.235275,1
4437,4753,658,2017-12-12 18:00:42.295543,2017-12-12 18:00:42.295543,1
4439,4755,645,2017-12-12 18:33:32.24577,2017-12-12 18:33:32.24577,1
4455,4765,849,2017-12-12 22:20:02.142931,2017-12-12 22:20:02.142931,247
4478,4828,856,2017-12-13 03:22:40.383054,2017-12-13 03:22:40.383054,111
4482,4830,860,2017-12-13 03:23:47.413232,2017-12-13 03:23:47.413232,111
4483,4828,855,2017-12-13 03:24:56.557855,2017-12-13 03:24:56.557855,111
4484,4828,860,2017-12-13 03:24:56.563013,2017-12-13 03:24:56.563013,111
4579,4893,875,2017-12-17 14:04:52.979062,2017-12-17 14:04:52.979062,147
4580,4894,875,2017-12-17 14:04:52.992603,2017-12-17 14:04:52.992603,147
4582,4896,875,2017-12-17 14:04:53.011878,2017-12-17 14:04:53.011878,147
4608,4911,868,2017-12-27 19:35:02.03375,2017-12-27 19:35:02.03375,114
4609,4912,867,2017-12-27 19:38:53.486037,2017-12-27 19:38:53.486037,114
4312,4644,84,2017-12-03 16:10:18.936747,2017-12-03 16:10:18.936747,14
4313,4644,85,2017-12-03 16:10:18.940878,2017-12-03 16:10:18.940878,14
4314,4645,84,2017-12-03 16:10:18.960374,2017-12-03 16:10:18.960374,14
4315,4646,85,2017-12-03 16:11:50.458318,2017-12-03 16:11:50.458318,14
4316,4647,85,2017-12-03 16:12:39.015815,2017-12-03 16:12:39.015815,14
4317,4648,85,2017-12-03 16:16:52.01814,2017-12-03 16:16:52.01814,14
4352,4681,278,2017-12-06 21:51:44.125396,2017-12-06 21:51:44.125396,106
4353,4682,279,2017-12-06 21:59:35.15535,2017-12-06 21:59:35.15535,106
4366,4695,825,2017-12-06 22:33:19.384916,2017-12-06 22:33:19.384916,114
4434,4750,845,2017-12-12 16:41:13.343401,2017-12-12 16:41:13.343401,247
4438,4754,658,2017-12-12 18:12:15.48018,2017-12-12 18:12:15.48018,1
4442,4758,846,2017-12-12 22:00:26.125306,2017-12-12 22:00:26.125306,247
4443,4759,846,2017-12-12 22:02:45.182309,2017-12-12 22:02:45.182309,247
4444,4760,846,2017-12-12 22:11:16.757964,2017-12-12 22:11:16.757964,247
4445,4761,846,2017-12-12 22:11:16.776278,2017-12-12 22:11:16.776278,247
4446,4762,849,2017-12-12 22:12:32.658824,2017-12-12 22:12:32.658824,247
4447,4762,846,2017-12-12 22:12:32.663909,2017-12-12 22:12:32.663909,247
4448,4763,849,2017-12-12 22:15:32.626181,2017-12-12 22:15:32.626181,247
4449,4763,846,2017-12-12 22:15:32.63371,2017-12-12 22:15:32.63371,247
4450,4763,848,2017-12-12 22:15:32.639634,2017-12-12 22:15:32.639634,247
4451,4764,850,2017-12-12 22:17:21.790396,2017-12-12 22:17:21.790396,247
4452,4764,849,2017-12-12 22:17:21.803991,2017-12-12 22:17:21.803991,247
4453,4764,846,2017-12-12 22:17:21.808687,2017-12-12 22:17:21.808687,247
4454,4764,848,2017-12-12 22:17:21.813512,2017-12-12 22:17:21.813512,247
4456,4766,849,2017-12-12 22:22:08.495267,2017-12-12 22:22:08.495267,247
4457,4766,848,2017-12-12 22:22:08.500036,2017-12-12 22:22:08.500036,247
4458,4767,850,2017-12-12 22:24:25.966413,2017-12-12 22:24:25.966413,247
4459,4767,849,2017-12-12 22:24:25.970636,2017-12-12 22:24:25.970636,247
4460,4767,848,2017-12-12 22:24:25.974861,2017-12-12 22:24:25.974861,247
4472,4822,856,2017-12-13 02:47:10.51584,2017-12-13 02:47:10.51584,111
4476,4826,856,2017-12-13 03:21:19.36988,2017-12-13 03:21:19.36988,111
4477,4827,856,2017-12-13 03:21:19.393723,2017-12-13 03:21:19.393723,111
4480,4830,856,2017-12-13 03:23:01.022208,2017-12-13 03:23:01.022208,111
4481,4831,856,2017-12-13 03:23:01.039833,2017-12-13 03:23:01.039833,111
4318,4649,85,2017-12-03 23:22:57.921084,2017-12-03 23:22:57.921084,14
4370,4697,825,2017-12-07 04:44:37.651827,2017-12-07 04:44:37.651827,114
4319,4650,85,2017-12-03 23:27:43.59874,2017-12-03 23:27:43.59874,14
4486,4833,856,2017-12-13 14:30:54.443451,2017-12-13 14:30:54.443451,111
4320,4651,83,2017-12-04 02:07:20.566,2017-12-04 02:07:20.566,14
4322,4653,87,2017-12-04 02:20:20.288311,2017-12-04 02:20:20.288311,14
4323,4654,87,2017-12-04 02:20:20.303291,2017-12-04 02:20:20.303291,14
4324,4655,821,2017-12-04 16:33:16.420015,2017-12-04 16:33:16.420015,114
4327,4658,822,2017-12-04 17:04:26.716167,2017-12-04 17:04:26.716167,114
